ADID |CompanyID|CompanyName|Category |StockNumber|Vin |Status |Year |Make | Model |Trim |KMS |Exterior Color |Mfg Exterior Color | Interior Color | FuelType |Drive |Engine Size |Transmission |Doors |Passenger |Cylinder |Body |Price |HidePrice |Options |AdDescription | FinancingIsAvailable | FinancingPayment |FinancingPaymentType | FinancingNumberOfPayment |FinancingDownPayment | FinancingSource |FinancingType | FinancingOdometer |FinancingDescription |ManufactureProgram |Warranty |WarrantyDescription | MainPhoto |OtherPhoto|ModifiedDate|CreatedDate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13491140|CT20031216162140617|Watrous Mainline Motor Products Ltd|""Car""|C1317A|KL2TV65E39B366335|Used|2009|Pontiac|G3 Wave||153316| Red| | Black| | FWD| 4 Cylinder| Manual| | | | Hatchback| 7995.0000| 0| AM/FM Stereo", Fog Lights, Intermittent Wipers, Power Steering, Rear Defroster, Bucket Seats," Rear Window Wiper|""1.6L/4 CYL""| 0| | || | | | |""""| GM Optimum Certified Used Vehicles|  Available| GM: Optimum - 3mo/5000km PowerTrain Custom| http://ps1.cdnmedia.autotrader.ca/8/ppgphotos/2012/09/19/CT20031216162140617/CT20031216162140617_59b30fcad10848059f55387aa809ec6716-display.jpg|""http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/18/CT20031216162140617/CT20031216162140617_20123221055065747051-display.jpg", http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/18/CT20031216162140617/CT20031216162140617_2012322105509077682-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/18/CT20031216162140617/CT20031216162140617_2012322105509077683-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/18/CT20031216162140617/CT20031216162140617_2012322105509077684-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/18/CT20031216162140617/CT20031216162140617_20123221055093827205-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/18/CT20031216162140617/CT20031216162140617_201232210550969467210-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/18/CT20031216162140617/CT20031216162140617_201232210550969467211-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/18/CT20031216162140617/CT20031216162140617_201232210550969467212-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/18/CT20031216162140617/CT20031216162140617_20123221055096946726-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/18/CT20031216162140617/CT20031216162140617_20123221055096946727-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/18/CT20031216162140617/CT20031216162140617_20123221055096946728-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/18/CT20031216162140617/CT20031216162140617_20123221055096946729-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/18/CT20031216162140617/CT20031216162140617_201232210550985826013-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/18/CT20031216162140617/CT20031216162140617_201232210550985826014-display.jpg," http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/18/CT20031216162140617/CT20031216162140617_201232210550985826015-display.jpg""| 09/19/2012 23:28:00| 03/22/2012 14:54:23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13491141|CT20031216162140617|Watrous Mainline Motor Products Ltd|""Car""|M6463|1G1ZB5EU2CF124503|Used|2012|Chevrolet|Malibu|LS|25742| White| | Grey| | FWD| 6 Cylinder| Automatic| | | | Sedan| 19995.0000| 0| AM/FM Stereo", Air Conditioning, Intermittent Wipers, Keyless Entry, Power Mirrors, Power Steering, Power Windows, Rear Defroster, Tilt Steering, Bucket Seats, Power Locks, Cruise Control," onstar|""2.4L/4 CYLFlapsMSRP-$25","820""| 0| | || | | | |""""| GM Optimum Certified Used Vehicles|  Available| GM: Optimum - Mfr Balance 36mo/60000km| http://ps1.cdnmedia.autotrader.ca/8/ppgphotos/2012/09/18/CT20031216162140617/CT20031216162140617_27fc757970ee4a01aecb47cc88f7b15614-display.jpg|""http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/19/CT20031216162140617/CT20031216162140617_20123221055298567661-display.jpg", http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/19/CT20031216162140617/CT20031216162140617_201232210553151302-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/19/CT20031216162140617/CT20031216162140617_201232210553151303-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/19/CT20031216162140617/CT20031216162140617_201232210553151304-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/19/CT20031216162140617/CT20031216162140617_201232210553151305-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/19/CT20031216162140617/CT20031216162140617_2012322105531687186-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/19/CT20031216162140617/CT20031216162140617_2012322105531687187-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/19/CT20031216162140617/CT20031216162140617_2012322105531687188-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/19/CT20031216162140617/CT20031216162140617_2012322105531687189-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/19/CT20031216162140617/CT20031216162140617_20123221055332230610-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/19/CT20031216162140617/CT20031216162140617_20123221055332230611-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/19/CT20031216162140617/CT20031216162140617_20123221055332230612-display.jpg," http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/19/CT20031216162140617/CT20031216162140617_20123221055332230613-display.jpg""| 09/19/2012 01:41:00| 03/22/2012 14:54:24",,,,,,,,,,,,,,,,,,,,,,,,,,,
"13491149|CT20031216162140617|Watrous Mainline Motor Products Ltd|""Car""|M6466|2G1WA5E39C1116032|Used|2012|Chevrolet|Impala|LS|33810| White| | Black| | FWD| 6 Cylinder| Automatic| | | | Sedan| 19995.0000| 0| AM/FM Stereo", Air Conditioning, Intermittent Wipers, Keyless Entry, Power Mirrors, Power Seat, Power Steering, Power Windows, Rear Defroster, Tilt Steering, Bucket Seats, Power Locks," Cruise Control|""3.6L/V6FlapsMSRP-$29","900""| 0| | || | | | |""""| GM Optimum Certified Used Vehicles|  Available| GM: Optimum - Mfr Balance 36mo/60000km| http://ps1.cdnmedia.autotrader.ca/8/ppgphotos/2012/09/19/CT20031216162140617/CT20031216162140617_ae716e4004bb4a9a8e2ec3a18c89955416-display.jpg|""http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/14/CT20031216162140617/CT20031216162140617_2012322105510110957012-display.jpg", http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/14/CT20031216162140617/CT20031216162140617_2012322105510110957013-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/14/CT20031216162140617/CT20031216162140617_2012322105510110957014-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/14/CT20031216162140617/CT20031216162140617_2012322105510110957015-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/14/CT20031216162140617/CT20031216162140617_20123221055103220781-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/14/CT20031216162140617/CT20031216162140617_20123221055103220782-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/14/CT20031216162140617/CT20031216162140617_2012322105510484423-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/14/CT20031216162140617/CT20031216162140617_2012322105510484424-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/14/CT20031216162140617/CT20031216162140617_20123221055106340305-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/14/CT20031216162140617/CT20031216162140617_20123221055106340306-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/14/CT20031216162140617/CT20031216162140617_20123221055107976187-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/14/CT20031216162140617/CT20031216162140617_201232210551095598210-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/14/CT20031216162140617/CT20031216162140617_201232210551095598211-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/14/CT20031216162140617/CT20031216162140617_20123221055109559828-display.jpg," http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/14/CT20031216162140617/CT20031216162140617_20123221055109559829-display.jpg""| 09/19/2012 23:31:00| 03/22/2012 14:54:32",,,,,,,,,,,,,,,,,,,,,,,,,
"13491155|CT20031216162140617|Watrous Mainline Motor Products Ltd|""Minivan/Passenger Van""|C1251A|2D4RN4DEXAR106326|Used|2010|Dodge|Grand Caravan|SXT|49780| Silver| | Grey| | FWD| 6 Cylinder| Automatic| | | | | 22995.0000| 0| AM/FM Stereo", Air Conditioning, Intermittent Wipers, Keyless Entry, Power Seat, Power Steering, Power Windows, Rear Defroster, Roof Rack, Tilt Steering, Bucket Seats, Power Locks, Traction Control, Cruise Control, Stability Control," Rear Window Wiper|""3.3L/V6""| 0| | || | | | |""""| GM Optimum Certified Used Vehicles|  Available| GM: Optimum - Mfr Balance 36mo/60000km| http://ps1.cdnmedia.autotrader.ca/2/ppgphotos/2012/07/09/CT20031216162140617/CT20031216162140617_650fcb1ec2624819a468d71a648d268b21-display.jpg|""http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/02/CT20031216162140617/CT20031216162140617_201232210551525122311-display.jpg", http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/02/CT20031216162140617/CT20031216162140617_201232210551536068992-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/02/CT20031216162140617/CT20031216162140617_201232210551537652633-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/17/CT20031216162140617/CT20031216162140617_201232210551537652634-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/17/CT20031216162140617/CT20031216162140617_201232210551537652635-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/17/CT20031216162140617/CT20031216162140617_201232210551539288516-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/17/CT20031216162140617/CT20031216162140617_201232210551539288517-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/17/CT20031216162140617/CT20031216162140617_201232210551539288518-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/17/CT20031216162140617/CT20031216162140617_201232210551539288519-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/17/CT20031216162140617/CT20031216162140617_2012322105515407243910-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/17/CT20031216162140617/CT20031216162140617_2012322105515407243911-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/17/CT20031216162140617/CT20031216162140617_2012322105515407243912-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/17/CT20031216162140617/CT20031216162140617_201232210551542380313-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/17/CT20031216162140617/CT20031216162140617_2012322105515438439114-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/17/CT20031216162140617/CT20031216162140617_2012322105515438439115-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/02/CT20031216162140617/CT20031216162140617_2012322105515438439116-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/02/CT20031216162140617/CT20031216162140617_2012322105515470634317-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/02/CT20031216162140617/CT20031216162140617_2012322105515485993118-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/02/CT20031216162140617/CT20031216162140617_2012322105515485993119-display.jpg," http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/02/CT20031216162140617/CT20031216162140617_2012322105515485993120-display.jpg""| 07/09/2012 17:54:00| 03/22/2012 14:54:38",,,,,,,,,,,,,,,,,,
"13491162|CT20031216162140617|Watrous Mainline Motor Products Ltd|""Minivan/Passenger Van""|B1398B|1GMDX03E34D225284|Used|2004|Pontiac|Montana||139947| Blue| | Grey| | FWD| 3.4L V6 12V MPFI OHV| Automatic| | | | | 9995.0000| 0| Security System", AM/FM Stereo, Air Conditioning, Alloy Wheels, Intermittent Wipers, Power Mirrors, Power Steering, Power Windows, Tilt Steering, Tinted Glass, Bucket Seats, Power Locks, Cruise Control, Block Heater, Passenger Airbag, Cup Holder, Digital Clock," Tachometer|""3.4 L / V6""| 0| | || | | | |""""| GM Optimum Certified Used Vehicles|  Available| GM: Optimum - 3mo/5000km PowerTrain Custom| http://ps1.cdnmedia.autotrader.ca/8/ppgphotos/2012/09/21/CT20031216162140617/CT20031216162140617_5eca2966f1754befad4401d16bf4025315-display.jpg|""http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2011/10/20/CT20031216162140617/CT20031216162140617_201232210551825149911-display.jpg", http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2011/10/20/CT20031216162140617/CT20031216162140617_20123221055182985302-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2011/10/20/CT20031216162140617/CT20031216162140617_20123221055182985303-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2011/10/20/CT20031216162140617/CT20031216162140617_20123221055182985304-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2011/10/20/CT20031216162140617/CT20031216162140617_201232210551831441195-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2011/10/20/CT20031216162140617/CT20031216162140617_201232210551832977076-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2011/10/20/CT20031216162140617/CT20031216162140617_201232210551836096587-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2011/10/20/CT20031216162140617/CT20031216162140617_201232210551839216108-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2011/10/20/CT20031216162140617/CT20031216162140617_201232210551839216109-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2011/10/20/CT20031216162140617/CT20031216162140617_2012322105518407519810-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2011/10/20/CT20031216162140617/CT20031216162140617_2012322105518423356211-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2011/10/20/CT20031216162140617/CT20031216162140617_201232210551845473812-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2011/10/20/CT20031216162140617/CT20031216162140617_201232210551845473813-display.jpg," http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2011/10/20/CT20031216162140617/CT20031216162140617_201232210551845473814-display.jpg""| 09/22/2012 01:09:00| 03/22/2012 14:54:41",,,,,,,,,,,,,,,,,,,,,,
"13491166|CT20031216162140617|Watrous Mainline Motor Products Ltd|""Minivan/Passenger Van""|A1043A|1GMDV23L96D212915|Used|2006|Pontiac|Montana SV6||193514| Dark Green| Green| Grey| | FWD| 3.5L V6 12V MPFI OHV| Automatic| | | | | 9995.0000| 0| Security System", AM/FM Stereo, Air Conditioning, Intermittent Wipers, Power Mirrors, Power Steering, Power Windows, Tilt Steering, Tinted Glass, Bucket Seats, Power Locks, Block Heater, Passenger Airbag, onstar, Cup Holder, Digital Clock," Tachometer|""3.5 L / V6""| 0| | || | | | |""""| |  | | http://ps1.cdnmedia.autotrader.ca/8/ppgphotos/2012/09/21/CT20031216162140617/CT20031216162140617_210b4609d50b406e903754b675b2b54a14-display.jpg|""http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/17/CT20031216162140617/CT20031216162140617_201232210551973530071-display.jpg", http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/17/CT20031216162140617/CT20031216162140617_201232210551973530072-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/17/CT20031216162140617/CT20031216162140617_201232210551973530073-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/17/CT20031216162140617/CT20031216162140617_201232210551973530074-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/17/CT20031216162140617/CT20031216162140617_201232210551973530075-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/29/CT20031216162140617/CT20031216162140617_201232210551975113706-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/29/CT20031216162140617/CT20031216162140617_201232210552042320687-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/29/CT20031216162140617/CT20031216162140617_2012322105520439565610-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/29/CT20031216162140617/CT20031216162140617_201232210552043956568-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/29/CT20031216162140617/CT20031216162140617_201232210552043956569-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/02/29/CT20031216162140617/CT20031216162140617_2012322105520454924511-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/13/CT20031216162140617/CT20031216162140617_2012322105520485119612-display.jpg," http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/13/CT20031216162140617/CT20031216162140617_2012322105520485119613-display.jpg""| 09/22/2012 01:09:00| 03/22/2012 14:54:42",,,,,,,,,,,,,,,,,,,,,,,,
"13491169|CT20031216162140617|Watrous Mainline Motor Products Ltd|""Minivan/Passenger Van""|B1067B|1GMDU33L46D202530|Used|2006|Pontiac|Montana SV6||133906| Dark Green| Green| Grey| | FWD| 3.5L V6 12V MPFI OHV| Automatic| | | | | 7995.0000| 0| Security System", AM/FM Stereo, Air Conditioning, Intermittent Wipers, Keyless Entry, Power Mirrors, Power Steering, Power Windows, Rear Defroster, Roof Rack, Tilt Steering, Tinted Glass, Bucket Seats, Power Locks, Block Heater, Passenger Airbag, onstar, Cup Holder, Digital Clock, Rear Window Wiper," Tachometer|""3.5 L / V6Flaps""| 0| | || | | | |""""| GM Optimum Certified Used Vehicles|  Available| GM: Optimum - 3mo/5000km Total Plus| http://ps1.cdnmedia.autotrader.ca/8/ppgphotos/2012/09/21/CT20031216162140617/CT20031216162140617_fb93201b389d43f797fcf816e2e9d0c217-display.jpg|""http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/22/CT20031216162140617/CT20031216162140617_2012323105234894269815-display.jpg", http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/22/CT20031216162140617/CT20031216162140617_2012323105235112680920-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/22/CT20031216162140617/CT20031216162140617_2012323105235112680921-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/22/CT20031216162140617/CT20031216162140617_2012323105235112680922-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/22/CT20031216162140617/CT20031216162140617_2012323105235112680923-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/22/CT20031216162140617/CT20031216162140617_2012323105235112680924-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/22/CT20031216162140617/CT20031216162140617_2012323105235112680925-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/22/CT20031216162140617/CT20031216162140617_2012323105235112680926-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/22/CT20031216162140617/CT20031216162140617_2012323105235112680927-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/22/CT20031216162140617/CT20031216162140617_2012323105235112680928-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/22/CT20031216162140617/CT20031216162140617_2012323105235128517329-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/22/CT20031216162140617/CT20031216162140617_2012323105235128517330-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/22/CT20031216162140617/CT20031216162140617_201232310523581963316-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/22/CT20031216162140617/CT20031216162140617_201232310523581963317-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/22/CT20031216162140617/CT20031216162140617_201232310523597322118-display.jpg," http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/22/CT20031216162140617/CT20031216162140617_201232310523597322119-display.jpg""| 09/22/2012 01:09:00| 03/22/2012 14:54:46",,,,,,,,,,,,,,,,,
"13491188|CT20031216162140617|Watrous Mainline Motor Products Ltd|""Sport Utility""|C1076B|1GNDT13SX82175570|Used|2008|Chevrolet|TrailBlazer|LT|146562| White| | Grey| | 4x4| 6 Cylinder| Automatic| | | | | 16995.0000| 0| AM/FM Stereo", Air Conditioning, Alloy Wheels, Fog Lights, Intermittent Wipers, Keyless Entry, Power Mirrors, Power Steering, Power Windows, Rear Defroster, Roof Rack, Tilt Steering, Tinted Glass, Sunroof, Cruise Control, Heated Mirrors, Bucket Seats, Power Locks, Running Boards, CD Changer, onstar," Rear Window Wiper|""4.2L/6 CYLTheft Deterrent System"," Flaps""| 0| | || | | | |""""| GM Optimum Certified Used Vehicles|  Available| GM: Optimum - 3mo/5000km PowerTrain Custom| http://ps1.cdnmedia.autotrader.ca/8/ppgphotos/2012/09/21/CT20031216162140617/CT20031216162140617_86178c8fc4de4247b42e8d9fa77f7c4818-display.jpg|""http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/09/CT20031216162140617/CT20031216162140617_201232210554115869572-display.jpg", http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/09/CT20031216162140617/CT20031216162140617_201232210554115869573-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/09/CT20031216162140617/CT20031216162140617_201232210554118989094-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/09/CT20031216162140617/CT20031216162140617_20123221055412208615-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/09/CT20031216162140617/CT20031216162140617_20123221055412208616-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/09/CT20031216162140617/CT20031216162140617_20123221055412208617-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/09/CT20031216162140617/CT20031216162140617_201232210554123644498-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/09/CT20031216162140617/CT20031216162140617_2012322105541251281310-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/09/CT20031216162140617/CT20031216162140617_2012322105541251281311-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/09/CT20031216162140617/CT20031216162140617_2012322105541251281312-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/09/CT20031216162140617/CT20031216162140617_201232210554125128139-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/09/CT20031216162140617/CT20031216162140617_2012322105541267640113-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/09/CT20031216162140617/CT20031216162140617_2012322105541267640114-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/09/CT20031216162140617/CT20031216162140617_2012322105541267640115-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/09/CT20031216162140617/CT20031216162140617_2012322105541267640116-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/09/CT20031216162140617/CT20031216162140617_2012322105541267640117-display.jpg," http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/09/CT20031216162140617/CT20031216162140617_20123221055413339261-display.jpg""| 09/22/2012 01:09:00| 03/22/2012 14:55:04",,,,,,,,,,,,,,
"13491202|CT20031216162140617|Watrous Mainline Motor Products Ltd|""Car""|M6388B|1G1AL55F867752012|Used|2006|Chevrolet|Cobalt|LT|203348| Silver| | Grey| | FWD| 4 Cylinder| Automatic| | | | Sedan| 6995.0000| 0| AM/FM Stereo", Air Conditioning, Intermittent Wipers, Keyless Entry, Power Mirrors, Power Steering, Power Windows, Rear Defroster, Tilt Steering, Bucket Seats, Power Locks, Spoiler, Traction Control," Cruise Control|""2.2L/4 CYLMoulded Flaps""| 0| | || | | | |""""| |  | | http://ps1.cdnmedia.autotrader.ca/8/ppgphotos/2012/09/18/CT20031216162140617/CT20031216162140617_0813fd6231344e44972aa781fad253bb17-display.jpg|""http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/23/CT20031216162140617/CT20031216162140617_201232410424520576601-display.jpg", http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/23/CT20031216162140617/CT20031216162140617_2012324104245236961210-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/23/CT20031216162140617/CT20031216162140617_2012324104245236961211-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/23/CT20031216162140617/CT20031216162140617_2012324104245236961212-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/23/CT20031216162140617/CT20031216162140617_201232410424523696122-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/23/CT20031216162140617/CT20031216162140617_201232410424523696123-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/23/CT20031216162140617/CT20031216162140617_201232410424523696124-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/23/CT20031216162140617/CT20031216162140617_201232410424523696125-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/23/CT20031216162140617/CT20031216162140617_201232410424523696126-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/23/CT20031216162140617/CT20031216162140617_201232410424523696127-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/23/CT20031216162140617/CT20031216162140617_201232410424523696128-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/23/CT20031216162140617/CT20031216162140617_201232410424523696129-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/23/CT20031216162140617/CT20031216162140617_2012324104245252320013-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/23/CT20031216162140617/CT20031216162140617_2012324104245252320014-display.jpg, http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/23/CT20031216162140617/CT20031216162140617_2012324104245252320015-display.jpg," http://ps1.cdnmedia.autotrader.ca/3/ppgphotos/2012/03/23/CT20031216162140617/CT20031216162140617_2012324104245252320016-display.jpg""| 09/19/2012 01:41:00| 03/22/2012 14:55:16",,,,,,,,,,,,,,,,,,,,,,,,
